,n_table,name,report,structureWithDailyNumbers,structureWithPopulation,values
81,2.0,SAR (,Situation report - 14 - Erratum Novel Coronavirus (2019-nCoV) 3 February 2020,False,False,[8]
82,2.0,and Taipei (,Situation report - 14 - Erratum Novel Coronavirus (2019-nCoV) 3 February 2020,False,False,[10]
83,2.0,for,Situation report - 14 - Erratum Novel Coronavirus (2019-nCoV) 3 February 2020,False,False,"[2019, 0]"
84,2.0,Figure,Situation report - 14 - Erratum Novel Coronavirus (2019-nCoV) 3 February 2020,False,False,[2]
85,2.0,of 2019,Situation report - 14 - Erratum Novel Coronavirus (2019-nCoV) 3 February 2020,False,False,[0]
86,2.0,=,Situation report - 14 - Erratum Novel Coronavirus (2019-nCoV) 3 February 2020,False,False,[88]
87,2.0,"history,",Situation report - 14 - Erratum Novel Coronavirus (2019-nCoV) 3 February 2020,False,False,[3]
88,2.0,February,Situation report - 14 - Erratum Novel Coronavirus (2019-nCoV) 3 February 2020,False,False,[2020]
89,2.0,Note for figure 2: Of the,Situation report - 14 - Erratum Novel Coronavirus (2019-nCoV) 3 February 2020,False,False,[153]
90,2.0,"cases reported outside China, 1",Situation report - 14 - Erratum Novel Coronavirus (2019-nCoV) 3 February 2020,False,False,[2]
91,2.0,were detected while asymptomatic. For the remaining,Situation report - 14 - Erratum Novel Coronavirus (2019-nCoV) 3 February 2020,False,False,"[1, 41]"
92,2.0,"cases, information on date of onset is available only for the",Situation report - 14 - Erratum Novel Coronavirus (2019-nCoV) 3 February 2020,False,False,[88]
93,2.0,: Epidemic curve of 2019,Situation report - 14 - Erratum Novel Coronavirus (2019-nCoV) 3 February 2020,False,False,[0]
94,2.0,n=,Situation report - 14 - Erratum Novel Coronavirus (2019-nCoV) 3 February 2020,False,False,"[1, 53]"
95,2.0,",",Situation report - 14 - Erratum Novel Coronavirus (2019-nCoV) 3 February 2020,False,False,[3]
0,1.0,Confirmed cases of 2019,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[0]
1,1.0,"China,",Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[2]
2,1.0,Hubei,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[9074]
3,1.0,Zhejiang,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[661]
4,1.0,Guangdong,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[604]
5,1.0,Henan,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[493]
6,1.0,Hunan,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[463]
7,1.0,Anhui,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[340]
8,1.0,Jiangxi,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[333]
9,1.0,Chongqing,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[262]
10,1.0,Sichuan,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[236]
11,1.0,Jiangsu,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[231]
12,1.0,Shandong,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[225]
13,1.0,Beijing,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[183]
14,1.0,Shanghai,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[177]
15,1.0,Fujian,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[159]
16,1.0,Shaanxi,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[116]
17,1.0,Guangxi,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[111]
18,1.0,Hebei,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[104]
19,1.0,Yunnan,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[99]
20,1.0,Heilongjiang,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[95]
21,1.0,Liaoning,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[64]
22,1.0,Hainan,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[63]
23,1.0,Shanxi,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[56]
24,1.0,Gansu,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[45]
25,1.0,Tianjin,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[40]
26,1.0,Guizhou,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[38]
27,1.0,Ningxia,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[28]
28,1.0,Inner Mongolia,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[26]
29,1.0,Xinjiang,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[23]
30,1.0,Jilin,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[21]
31,1.0,Hong Kong SAR,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[14]
32,1.0,Taipei,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[10]
33,1.0,Qinghai,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[9]
34,1.0,Macau SAR,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[7]
35,1.0,Xizang,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[1]
36,1.0,Total,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[14411]
37,2.0,of 2019,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[0]
38,2.0,nCoV. Data as of,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[2]
39,2.0,*,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,"[1, 4411]"
40,2.0,Japan,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[20]
41,2.0,Republic of Korea,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,"[1, 5]"
42,2.0,Viet Nam,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[7]
43,2.0,Singapore,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,"[1, 8]"
44,2.0,Australia,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[12]
45,2.0,Malaysia,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[8]
46,2.0,Cambodia,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[1]
47,2.0,Philippines,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[2]
48,2.0,South,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[0]
49,2.0,Thailand,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[19]
50,2.0,Nepal,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[1]
51,2.0,Sri Lanka,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[1]
52,2.0,India,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[2]
53,2.0,United States of America,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[8]
54,2.0,Canada,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[4]
55,2.0,France,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[6]
56,2.0,Finland,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[1]
57,2.0,Germany,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[8]
58,2.0,Italy,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[2]
59,2.0,Russian Federation,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[2]
60,2.0,Spain,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[1]
61,2.0,Sweden,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[1]
62,2.0,United Kingdom,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[2]
63,2.0,United Arab Emirates,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[5]
64,2.0,Total,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,"[1, 455, 7]"
65,2.0,*Confirmed cases in China include cases confirmed in Hong Kong SAR (,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,"[1, 4]"
66,2.0,"confirmed cases), Macau SAR (",Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[7]
67,2.0,confirmed cases) and Taipei (,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[10]
68,2.0,for 2019,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[0]
69,2.0,Figure,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[2]
70,2.0,of 2019,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[0]
71,2.0,=,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,"[7, 6]"
72,2.0,",",Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[2]
73,2.0,February,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[2020]
74,2.0,"Note for figure 2: Of the 146 cases reported outside China, 11 were detected while asymptomatic. For the remaining",Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[135]
75,2.0,: Epidemic curve of 2019,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[0]
76,2.0,n=,Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,"[14, 6]"
77,2.0,",",Situation report - 13Novel Coronavirus (2019-nCoV) 2 February 2020,False,False,[2]
0,1.0,Confirmed cases of 2019,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[0]
1,1.0,",",Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[1]
2,1.0,ubei,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[7153]
3,1.0,g,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[599]
4,1.0,uangdong,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[520]
5,1.0,enan,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[422]
6,1.0,unan,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[389]
7,1.0,nhui,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[297]
8,1.0,iangxi,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[286]
9,1.0,hongqing,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[238]
10,1.0,ichuan,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[207]
11,1.0,iangsu,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[202]
12,1.0,handong,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[202]
13,1.0,eijing,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[156]
14,1.0,hanghai,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[153]
15,1.0,ujian,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[144]
16,1.0,haanxi,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[101]
17,1.0,uangxi,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[100]
18,1.0,ebei,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[96]
19,1.0,unnan,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[91]
20,1.0,eilongjiang,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[80]
21,1.0,iaoning,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[60]
22,1.0,ainan,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[57]
23,1.0,hanxi,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[47]
24,1.0,ansu,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[35]
25,1.0,ianjin,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[34]
26,1.0,uizhou,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[29]
27,1.0,ingxia,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[26]
28,1.0,ongolia,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[23]
29,1.0,injiang,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[18]
30,1.0,ilin,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[17]
31,1.0,ong Kong SAR,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[13]
32,1.0,aipei,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[10]
33,1.0,inghai,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[8]
34,1.0,acau SAR,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[7]
35,1.0,izang,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[1]
36,1.0,Total,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[11821]
37,2.0,ed confirmed cases of 2019,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[0]
38,2.0,nCoV. Data as of,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[1]
39,2.0,*,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[11821]
40,2.0,Japan,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[17]
41,2.0,Republic of Korea,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[12]
42,2.0,Viet Nam,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[6]
43,2.0,Singapore,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[16]
44,2.0,Australia,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[12]
45,2.0,Malaysia,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[8]
46,2.0,Cambodia,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[1]
47,2.0,Philippines,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[1]
48,2.0,South,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[0]
49,2.0,Thailand,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[19]
50,2.0,Nepal,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[1]
51,2.0,Sri Lanka,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[1]
52,2.0,India,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[1]
53,2.0,United States of America,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[7]
54,2.0,Canada,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[4]
55,2.0,France,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[6]
56,2.0,Finland,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[1]
57,2.0,Germany,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[7]
58,2.0,Italy,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[2]
59,2.0,Russian Federation,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[2]
60,2.0,Spain,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[1]
61,2.0,Sweden,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[1]
62,2.0,United Kingdom,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[2]
63,2.0,United Arab Emirates,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[4]
64,2.0,Total,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[11953]
65,2.0,SAR (,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,"[1, 3]"
66,2.0,(,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[7]
67,2.0,(,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[10]
68,2.0,Figure,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[3]
69,2.0,of 2019,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[0]
70,2.0,",",Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,"[1, 2020]"
71,2.0,: Epidemic curve of 2019,Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[0]
72,2.0,"history,",Situation report - 12Novel Coronavirus (2019-nCoV) 1 February 2020,False,False,[1]
0,1.0,"Table 1. Countries, territories or areas with reported confirmed cases of 2019",Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[0]
1,1.0,"nCoV,",Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[31]
2,1.0,*,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[9720]
3,1.0,Japan,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,"[1, 4]"
4,1.0,Republic of Korea,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[11]
5,1.0,Viet Nam,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[5]
6,1.0,Singapore,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,"[1, 3]"
7,1.0,Australia,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[9]
8,1.0,Malaysia,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[8]
9,1.0,Cambodia,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[1]
10,1.0,Philippines,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[1]
11,1.0,South,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[0]
12,1.0,Thailand,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[14]
13,1.0,Nepal,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[1]
14,1.0,Sri Lanka,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[1]
15,1.0,India,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[1]
16,1.0,United States of America,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[6]
17,1.0,Canada,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[3]
18,1.0,France,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[6]
19,1.0,Finland,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[1]
20,1.0,Germany,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[5]
21,1.0,Italy,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[2]
22,1.0,United Arab Emirates,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[4]
23,1.0,Total,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,"[982, 6]"
24,1.0,SAR (,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,"[1, 2]"
25,1.0,(,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[7]
26,1.0,(,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[9]
27,1.0,of 2019,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[0]
28,1.0,"travel history,",Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,"[3, 1]"
29,1.0,Note for figure,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[2]
30,1.0,: Epidemic curve of 2019,Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[0]
31,1.0,"history,",Situation report - 11Novel Coronavirus (2019-nCoV) 31 January 2020,False,False,[31]
0,1.0,"Table 1. Countries, territories or areas with reported confirmed cases of 2019",Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
1,1.0,"nCoV,",Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[30]
2,1.0,*,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[7736]
3,1.0,Japan,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[11]
4,1.0,Republic of Korea,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[4]
5,1.0,Viet Nam,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[2]
6,1.0,Singapore,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[10]
7,1.0,Australia,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[7]
8,1.0,Malaysia,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[7]
9,1.0,Cambodia,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[1]
10,1.0,Philippines,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[1]
11,1.0,South,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
12,1.0,Thailand,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[14]
13,1.0,Nepal,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[1]
14,1.0,Sri Lanka,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[1]
15,1.0,India,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[1]
16,1.0,United States of America,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[5]
17,1.0,Canada,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[3]
18,1.0,France,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[5]
19,1.0,Finland,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[1]
20,1.0,Germany,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[4]
21,1.0,United Arab Emirates,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[4]
22,1.0,Total,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[7818]
23,1.0,SAR (,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[10]
24,1.0,(,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[7]
25,1.0,(,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[8]
26,1.0,of 2019,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
27,1.0,"cases identified outside of China,",Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[30]
28,1.0,remaining,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[75]
29,1.0,Limit human,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
30,1.0,to,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
31,1.0,"healthcare settings, implementation of health measures for travellers, awareness",Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
32,1.0,investigation protocol for 2019,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
33,1.0,novel coronavirus (2019,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
34,1.0,"early understanding of the key clinical, epidemiological and virological characteristics of the first cases of 201",Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,"[9, 0]"
35,1.0,in health care settings in the context of the novel coronavirus (2019,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
36,1.0,supplies necessary to care for patients with 2019,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
37,1.0,coronavirus 2019,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
38,1.0,key epidemiological transmission features of 2019,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
39,1.0,Household transmission investigation protocol for,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,"[2019, 0]"
40,1.0,novel coronavirus (2019,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
41,1.0,During previous outbreaks due to other coronavirus (Middle,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
42,1.0,", human",Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
43,1.0,to,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
44,1.0,the 2019,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
45,1.0,Frequent hand,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
46,1.0,https://www.who.int/emergencies/diseases/novel,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
47,1.0,coronavirus,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,"[0, 2019]"
48,1.0,WHO travel advice for international travel and trade in relation to the outbreak of the novel coronavirus,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,"[2019, 0]"
49,1.0,https://www.who.int/ith/2020,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,"[0, 24, 0, 1, 0]"
50,1.0,outbreak,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
51,1.0,of,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
52,1.0,Pneumonia,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
53,1.0,caused,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
54,1.0,by,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
55,1.0,new,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
56,1.0,https://www.who.int/southeastasia/news/detail/27,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,"[0, 1, 0, 2020, 0]"
57,1.0,readiness,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
